Date_Time,Day_of_Week,Object_1,Object_2,Street_Number,Street_Name,Cross_Street,Near_Street,Location,May_involve_cyclist,May_Involve_Pedestrian,Manner_of_Collision,First_Harmful_Event_Location,First_Harmful_Event,Ambient_Light,Weather_Condition_1,Weather_Condition_2,Traffic_Control_Device_Type,Traffic_Control_Device_Functionality,Road_Surface_Condition,Roadway_Junction_Type,Trafficway_Description,School_Bus_Related,Work_Zone,Speed_Limit,Street_or_Intersection,Intersection_Name_1,Intersection_Direction_1,Intersection_Name_2,Intersection_Direction_2,Intersection_Name_3,Intersection_Direction_3,Street_Direction,Nearest_Intersection_Distance,Nearest_Intersection_Direction,Landmark_Distance,Landmark_Direction,Landmark,Mile_Marker_Direction,Non_Public_Area,Road_Contributing,Damaged_Property_Type,Description_of_Damaged_Property,V1_Registration_Type,v1_State_Code,V1_Configuration,V1_Emergency_Response,V1_Moped,V1_Hit_and_Run,V1_Action_Prior_to_Crash,V1_Model_Year,V1_Most_Harmful_Event,V1_Model,V1_Make,V1_Occupant_Count,V1_Underride_Override,V1_First_Event,V1_Second_Event,V1_Third_Event,V1_Fourth_Event,V1_Most_Damaged_Area,V1_Second_Damaged_Area,V1_Third_Damaged_Area,V1_Towed,V1_Travel_Direction,V1_Interstate,V1_Cargo_Body_Type,V1_Gross_Weight,V1_Haz_Placard,V1_Haz_Release,V1_Trailer_Reg_Type,V1_Trailer_Reg_Plate,V1_Trailer_Reg_State,V1_Trailer_Reg_Year,V1_Trailer_Len,V1_Driver_Contribution,V1_Driver_Contribution_2,V1_Is_Truck,V1_Has_Trailer,V1_Is_Bus,V1_Is_Hazmat,V1_Reg_Year,V1_Driver_Distracted,V1_Bus_Use,V1_Tow_Use,V2_Registration_Type,V2_State_Code,V2_Configuration,V2_Emergency_Response,V2_Moped,V2_Hit_and_Run,V2_Action_Prior_to_Crash,V2_Model_Year,V2_Most_Harmful_Event,V2_Model,V2_Make,V2_Occupant_Count,V2_Underride_Override,V2_First_Event,V2_Second_Event,V2_Third_Event,V2_Fourth_Event,V2_Most_Damaged_Area,V2_Second_Damaged_Area,V2_Third_Damaged_Area,V2_Towed,V2_Travel_Direction,V2_Interstate,V2_Cargo_Body_Type,V2_Gross_Weight,V2_Haz_Placard,V2_Haz_Release,V2_Trailer_Reg_Type,V2_Trailer_Reg_Plate,V2_Trailer_Reg_State,V2_Trailer_Reg_Year,V2_Trailer_Len,V2_Driver_Contribution,V2_Driver_Contribution_2,V2_Is_Truck,V2_Has_Trailer,V2_Is_Bus,V2_Is_Hazmat,V2_Reg_Year,V2_Driver_Distracted,V2_Bus_Use,V2_Tow_Use,P1_Role,P1_Injury,P1_Drivers_Lic_State,P1_Drivers_Lic_Class_1,P1_Drivers_Lic_Class_2,P1_Drivers_Lic_Restrict,P1_Non_Motorist_Desc,P1_Non_Motorist_Action,P1_Non_Motorist_Location,P1_Safety_Equipment,P1_Age,P1_Sex,P1_Seat_Position,P1_Safety_System,P1_Trapped,P1_Veh_Owner,P2_Role,P2_Injury,P2_Drivers_Lic_State,P2_Drivers_Lic_Class_1,P2_Drivers_Lic_Class_2,P2_Drivers_Lic_Restrict,P2_Non_Motorist_Desc,P2_Non_Motorist_Action,P2_Non_Motorist_Location,P2_Safety_Equipment,P2_Age,P2_Sex,P2_Seat_Position,P2_Safety_System,P2_Trapped,P2_Veh_Owner,Latitude,Longitude,Date
08/27/2023 05:30:00 PM,Sunday,PASSENGER CAR ,OTHER ,,PUTNAM AVE,KINNARD ST,,"PUTNAM AVE
Cambridge, MA
(42.361665057, -71.113428424)",,,SINGLE VEHICLE CRASH,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,CLEAR ,STOP SIGNS,NO,DRY ,T-INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,PUTNAM AVE,NORTHBOUND,KINNARD ST,WESTBOUND ,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2016,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COROLLA ,TOYOTA,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,NONE,NONE,Y,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,OTHER IMPROPER ACTION ,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,TK,AZ,OTHER ,N,,,OTHER ,2018,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,TK,GMC ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,CENTER FRONT,RIGHT FRONT ,LEFT FRONT,N,WESTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,OTHER IMPROPER ACTION ,,,,,,UNKNOWN ,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",CORRECTIVE LENSES ,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,OPERATOR/DRIVER ,NO APPARENT INJURY,YUKON TERR,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",UNKNOWN ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,42.361665057000003,-71.113428424000006,8/27/2023 17:30:00
08/11/2023 07:40:00 AM,Friday,PASSENGER CAR ,,269,ELM STREET,,,"269 ELM STREET
Cambridge, MA
(42.37280198, -71.095633316)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,,NO CONTROLS ,,UNKNOWN ,T-INTERSECTION,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,ELM STREET,NORTHBOUND,,,,,NORTHBOUND,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2013,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,EXPLORER,FORD,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT SIDE ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,,,,,,,,,,,,,,,,,42.372801979999998,-71.095633316000004,8/11/2023 7:40:00
08/07/2023 09:21:00 AM,Monday,PASSENGER CAR ,PASSENGER CAR ,,MASS AVE,RICE STREET ,,"MASS AVE
Cambridge, MA
(42.377864509, -71.120113588)",,,ANGLE ,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLOUDY,,NO CONTROLS ,,DRY ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MASS AVE,SOUTHBOUND,RICE STREET ,WESTBOUND ,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2011,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,ACCORD,HONDA ,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,CENTER FRONT,LEFT FRONT,Y,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,YES VEHICLE OR TRAILER DISABLED ,PAN ,MA,PASSENGER CAR ,N,,,TURNING LEFT,2021,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COROLLA ,TOYOTA,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH CURB ,,,RIGHT SIDE,RIGHT REAR,LEFT REAR ,Y,WESTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,YES VEHICLE OR TRAILER DISABLED ,OPERATOR/DRIVER ,SUSPECTED MINOR INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,Y,OCCUPANT/PASSENGER,NO APPARENT INJURY,,,,,,,,,,MALE,ENCLOSED PASSENGER AREA ,SHOULDER AND LAP BELT USED,NOT TRAPPED ,,42.377864508999998,-71.120113587999995,8/7/2023 9:21:00
08/23/2023 06:17:00 PM,Wednesday,PASSENGER CAR ,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",387,WESTERN AVE ,,,"387 WESTERN AVE
Cambridge, MA
(42.364613196, -71.115201121)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND ,,,,,,,,NONE,,,PAN ,MI,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2015,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CRV ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,RIGHT SIDE,,Y,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,CON ,MA,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",N,,,CHANGING LANES,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,MV607 ,INTL,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT SIDE ,,,N,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MICHIGAN,UNKNOWN ,,CORRECTIVE LENSES ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,Y,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y,42.364613196000001,-71.115201120999998,8/23/2023 18:17:00
08/25/2023 03:02:00 PM,Friday,PASSENGER CAR ,,125,HARVARD ST,,,"125 HARVARD ST
Cambridge, MA
(42.365456793, -71.09327029)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,UNKNOWN ,NO CONTROLS ,NO,UNKNOWN ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2008,UNKNOWN ,MALIBU,CHEVY ,,,UNKNOWN ,UNKNOWN ,UNKNOWN ,UNKNOWN ,RIGHT FRONT ,,,N,EASTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,,,,,,,FEMALE,,,,Y,,,,,,,,,,,,,,,,,42.365456793000000,-71.093270290000007,8/25/2023 15:02:00
08/15/2023 10:25:00 AM,Tuesday,PASSENGER CAR ,,,MT. AUBURN STREET ,HOLYOKE STREET,,"MT AUBURN STREET
Cambridge, MA
(42.374478242, -71.126908905)",1.000000000000000,,ANGLE ,ROADWAY ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,RAIN,CLOUDY,NO CONTROLS ,,WET ,T-INTERSECTION,"ONE-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,MT. AUBURN STREET ,EASTBOUND ,HOLYOKE STREET,NORTHBOUND,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TURNING RIGHT ,2020,COLLISION WITH PEDALCYCLE ,EQUINOX ,CHEVY ,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,NONE,,,N,SOUTHBOUND,,,,,,,,,,,FAILED TO YIELD THE RIGHT OF WAY,,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",,,,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y,42.374478242000002,-71.126908904999993,8/15/2023 10:25:00
08/22/2023 09:32:00 AM,Tuesday,PASSENGER CAR ,,60,GORE ST ,,,"60 GORE ST
Cambridge, MA
(42.371615815, -71.08034967)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,UNKNOWN ,UNKNOWN ,UNKNOWN ,STOP SIGNS,,UNKNOWN ,NOT AT INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2022,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COROLLA ,TOYOTA,,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,CENTER FRONT,LEFT FRONT,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,UNKNOWN ,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",CORRECTIVE LENSES ,,,,,,MALE,,,,Y,,,,,,,,,,,,,,,,,42.371615814999998,-71.080349670000004,8/22/2023 9:32:00
08/20/2023 03:00:00 PM,Sunday,PASSENGER CAR ,,1,BOW ,,MASSACHUSETTS AVENUE,"1 BOW
Cambridge, MA
(42.372165458, -71.115990612)",,,"SIDESWIPE, SAME DIRECTION ",UNKNOWN ,UNKNOWN NON-COLLISION ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND ,,NORTHBOUND,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2016,UNKNOWN MOVABLE OBJECT,IMPREZA ,SUBARU,0.000000000000000,,UNKNOWN MOVABLE OBJECT,,,,LEFT REAR ,,,N,,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,UNKNOWN ,,,,,,MALE,,,,Y,,,,,,,,,,,,,,,,,42.372165457999998,-71.115990612000004,8/20/2023 15:00:00
08/13/2023 08:59:00 PM,Sunday,PASSENGER CAR ,PASSENGER CAR ,24,JFK STREET,,MASSACHUSETTS AVE ,"24 JFK STREET
Cambridge, MA
(42.372909771, -71.119529703)",1.000000000000000,,ANGLE ,ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DARK - LIGHTED ROADWAY,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,20,NON INTERSECTION,,,,,,,NORTHBOUND,,NORTHBOUND,,,,,,OBSTRUCTION IN ROADWAY,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2010,COLLISION WITH PEDALCYCLE ,COROLL,TOYT,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,LEFT SIDE ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2013,OTHER NON-COLLISION ,SENTRA,NISSAN,1.000000000000000,,OTHER NON-COLLISION ,,,,NONE,,,N,NORTHBOUND,,,,,,,,,,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS ",,,,,,,UNKNOWN ,,NO,UNINVOLVED OWNER,,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,,,,Y,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,OTHER ,UNKNOWN ,NOT TRAPPED ,,42.372909771000003,-71.119529702999998,8/13/2023 20:59:00
08/26/2023 12:16:00 AM,Saturday,PASSENGER CAR ,BUS SEATS MORE THAN 15 PEOPLE ,354,PEARL STREET,,GRANITE STREET,"354 PEARL STREET
Cambridge, MA
(42.35607606, -71.111674603)",,,"SIDESWIPE, SAME DIRECTION ",ROADSIDE,COLLISION WITH PARKED MOTOR VEHICLE ,DARK - LIGHTED ROADWAY,CLEAR ,,STOP SIGNS,YES ,WET ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND ,,EASTBOUND ,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CR-V,HONDA ,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT FRONT,,,N,WESTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,,MA,BUS SEATS MORE THAN 15 PEOPLE ,N,,,TRAVELING STRAIGHT AHEAD,UNK ,COLLISION WITH PARKED MOTOR VEHICLE ,UNK ,UNK ,,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,RIGHT FRONT ,,,N,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,,Y,,,UNKNOWN ,TRANSIT/COMMUTER,,UNINVOLVED OWNER,,,,,,,,,,,MALE,,,,Y,,,,,,,,,,,,,,,,,42.356076059999999,-71.111674602999997,8/26/2023 0:16:00
08/04/2023 09:50:00 AM,Friday,PASSENGER CAR ,OTHER ,341,RINDGE AVE,,,"341 RINDGE AVE
Cambridge, MA
(42.394008824, -71.137968549)",,,ANGLE ,ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLOUDY,,NO CONTROLS ,YES ,DRY ,ON RAMP ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2017,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,SENTRA,NISSAN,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,UNKNOWN ,UNKNOWN ,UNKNOWN ,LEFT FRONT,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,MVN ,MA,OTHER ,N,,,TURNING RIGHT ,2011,COLLISION WITH PARKED MOTOR VEHICLE ,SABER ,PIERC ,5.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,UNKNOWN ,RIGHT SIDE,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,UNINVOLVED OWNER,,,"D, CLASS D VEHICLES ",,,,,,,,FEMALE,,,,Y,42.394008823999997,-71.137968549000007,8/4/2023 9:50:00
08/12/2023 10:19:00 AM,Saturday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",691,CONCORD AVE ,,SMITH PLACE ,"691 CONCORD AVE
Cambridge, MA
(42.390363576, -71.150931498)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,SOUTHBOUND,,,,,,NONE,,,PAN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TRAVELING STRAIGHT AHEAD,2014,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,ODYSSEY ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT SIDE,RIGHT REAR,,N,EASTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,PAN ,NH,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,TRAVELING STRAIGHT AHEAD,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,OUTLANDER ,MITSUBISHI,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,RIGHT SIDE,,N,EASTBOUND ,,,,,,,,,,,INATTENTION ,FAILED TO YIELD THE RIGHT OF WAY,,,,,,NOT DISTRACTED,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,UNINVOLVED OWNER,,,,,,,,,,,,,,,Y,42.390363575999999,-71.150931498000006,8/12/2023 10:19:00
08/10/2023 03:15:00 PM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR ,,CARDINAL MEDEIROS AVE ,,CAMBRIDGE STREET,,,,REAR-END,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,,,,,,,UNKNOWN ,,,PAN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,SLOWING OR STOPPED IN TRAFFIC ,2019,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,SILVERADO ,CHEV,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT REAR ,REAR CENTER ,RIGHT REAR,N,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2011,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CAMRY ,TOYT,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",,,,OPERATOR/DRIVER ,NO APPARENT INJURY,YUKON TERR,"D, CLASS D VEHICLES ",,UNKNOWN ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",,,,,,8/10/2023 15:15:00
08/21/2023 04:19:00 PM,Monday,PASSENGER CAR ,,9,WARE ST ,,,"9 WARE ST
Cambridge, MA
(42.372731153, -71.113526333)",,,"SIDESWIPE, SAME DIRECTION ",ROADSIDE,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2023,COLLISION WITH PARKED MOTOR VEHICLE ,EXPLORER,FORD,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,RIGHT FRONT ,RIGHT SIDE,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,,,,,,,,,,,,,,,,,42.372731152999997,-71.113526332999996,8/21/2023 16:19:00
08/18/2023 01:44:00 PM,Friday,PASSENGER CAR ,,,BRATTLE STREET,MOUNT AUBURN STREET ,,"BRATTLE STREET
Cambridge, MA
(42.377046905, -71.135883939)",1.000000000000000,,REAR-END,ROADWAY ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,Y-INTERSECTION,"ONE-WAY, NOT DIVIDED",NO,NO,20,INTERSECTION,BRATTLE STREET,SOUTHBOUND,MOUNT AUBURN STREET ,EASTBOUND ,,,SOUTHBOUND,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,CHANGING LANES,2009,COLLISION WITH PEDALCYCLE ,CC,VOLKSWAGON,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,LEFT REAR ,,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,,UNKNOWN ,,UNKNOWN ,,,,,,MALE,,,,Y,OPERATOR/DRIVER ,NO APPARENT INJURY,,UNKNOWN ,,UNKNOWN ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,42.377046905000000,-71.135883938999996,8/18/2023 13:44:00
